rsum gene_name
98800 Paip2
98749 Pigk
98738 Nxpe4
98616 Smurf2
98557 Psip1
98451 Map3k2
98367 Col19a1
98361 Rnf216
98353 Arhgef11
98140 Lmbr1
98073 Nfx1
98067 Mir9-3hg
98035 Actr3b
98019 Rasa2
97994 Shc3
97938 Ppargc1a
97929 Sfswap
97843 Bicdl1
97801 Ocrl
97734 Mphosph9
97714 Fam222b
97698 Trip11
97577 A930015D03Rik
97561 Rundc3b
97538 Dtd1
97528 Herc4
97450 Srsf5
97440 Hdgfl3
97347 Ep400
97318 Slf2
97275 Baiap2
97136 Mark1
97059 Ppip5k1
96884 Bckdhb
96883 Hook1
96856 Kdm5b
96844 Abhd18
96724 Clec16a
96697 Peak1
96604 Ric8b
96546 Rev1
96469 Tent2
96455 Myef2
96416 Dzank1
96406 Map3k3
96391 Nrp1
96337 Wdr37
96323 Epb41l4b
96263 Cdk19
96263 Pura
96262 Pdzd4
96234 Ranbp2
96213 Mecp2
96138 Dnm1l
96073 Thada
96025 Nup98
95972 Lmbrd1
95970 Maco1
95824 Nudcd3
95763 Ppp3cb
95696 Svop
95432 Kif5a
95370 Fbxl5
95324 Mnat1
95127 Ctnnd1
95119 Armc9
95068 Psma3
94985 Wapl
94961 Cdc37l1
94932 Kcnmb2
94884 Dop1a
94775 Fndc3b
94734 Slc6a17
94679 Rgs9
94642 Slc7a14
94636 Nisch
94481 Depdc5
94479 Pip4k2a
94361 Pcmt1
94263 Evl
94236 Ipo11
94223 Kif5b
94096 Arnt
94075 Prr14l
94042 5031425E22Rik
94025 Nfyc
93996 Pde2a
93988 Lrrk2
93974 Map4k4
93971 8030462N17Rik
93935 Grin3a
93889 Sh3rf1
93873 Cd47
93866 Adcy1
93837 Sesn3
93832 Atxn7
93766 Nhs
93733 Zranb1
93703 Ptpn9
93658 Pvt1
93236 Rps6kb1
93213 Rprd1a
93052 Sppl3
93015 Pip5k1a
92977 Dnajc13
92947 Sh3d19
92852 Mat2a
92599 Setx
92557 Mkx
92503 Strn
92500 A330102I10Rik
92484 Satb1
92457 Ndufs4
92420 Tnks2
92410 Tet3
92402 Apex2
92273 Ttc8
92259 Tlk2
92254 Slc6a6
92217 Ano6
92119 Chd4
91999 Impact
91942 Hnrnpdl
91924 Cntln
91897 Glcci1
91861 Ep300
91846 Rab6a
91845 Smchd1
91836 Cabp1
91804 Fam13b
91802 A830082K12Rik
91788 Ap3b1
91777 Cep170
91738 Zc3h13
91654 Stim1
91646 Stk38
91553 Sel1l3
91470 Chchd6
91413 Nckap5
91409 Appl1
91340 Fgd4
91339 Prrc2b
91335 Rasa1
91295 Klhl3
91280 Cdh4
91275 Zdhhc17
91205 Plppr5
91180 Cux2
91135 Pitpnm2
91130 Kcnip1
91110 Ptpn5
91089 Ubr1
91009 Bcl11b
90918 Usp33
90809 Slc38a9
90770 Ddx50
90662 Aftph
90654 Lonp2
90652 St3gal3
90594 Ube2d2a
90577 Pibf1
90515 Pspc1
90315 Dennd6a
90289 Pcsk5
90284 Rb1
90238 Kpna3
90141 Iqgap2
90112 Prkar1b
90065 Phc3
90050 Slc12a5
89966 Mga
89953 Arhgef7
89870 Map3k5
89784 Bend6
89718 Chm
89708 St6gal2
89661 Adam10
89635 Atosa
89635 Paxbp1
89607 5330438D12Rik
89483 Agfg1
89470 Lingo1
89464 Dennd5a
89399 Supt3
89381 Asb3
89369 Commd10
89322 Rufy2
89277 Osbpl10
89272 Ppp1r13b
89229 2610037D02Rik
89223 Ddhd2
89104 Elapor2
89028 Adcy5
88913 Pde7a
88899 Trpc5
88812 Ankrd33b
88678 Tef
88609 Lrp6
88593 Kif16b
88563 Samd4
88432 Lims1
88373 Spata7
88300 Nhsl2
88264 Bbx
88179 Eps15l1
88127 Fbxo34
88086 Stk3
88067 Gda
87937 Tsc22d2
87924 Marchf7
87851 Kif2a
87847 Frrs1l
87827 Fbxw11
87816 Gse1
87744 Gm33228
87720 D630045J12Rik
87709 Kif13b
87610 Vps54
87597 Kpna4
87527 Stag2
87353 Tmem178
87326 Tardbp
87206 Pld5
87131 Grb10
87107 Cul3
87103 Akap11
87087 Acvr2a
87080 Specc1l
87007 Kcnk2
87007 Ncoa6
86917 Shprh
86891 Jph1
86829 Lpp
86814 Asph
86800 Smap1
86799 Chd8
86782 Slc44a5
86780 Etv6
86770 Slc17a7
86575 Ccser2
86485 Tbck
86460 Akap10
86345 St3gal5
86329 Atf7ip
86315 Nsg2
86296 Adnp
86229 Usp48
86166 Zfhx4
86098 Asap2
85894 Smg7
85789 Wdr26
85731 Dnajc7
85726 Tmem131
85699 Epha10
85693 Trp53bp1
85692 Plp1
85681 Ice1
85652 Psmd1
85647 Gm49797
85605 Rab40c
85541 Ccdc148
85503 Gm30382
85380 Ube2r2
85310 Rabl6
85298 Cers4
85206 Slf1
85183 Otud7b
85179 Fip1l1
85142 Caprin1
85124 Sos1
84967 Glp2r
84909 Matk
84829 Camkk2
84721 Amy1
84717 Arfgef2
84637 Tpr
84630 Sestd1
84404 Dhx30
84402 Snx13
84360 Sergef
84322 Sacm1l
84256 Ubr2
84252 Ppme1
84186 Mon2
84138 Arid1a
84138 Kdm7a
84121 Cdh6
84031 Sparcl1
84023 Tbce
83946 Cul5
83905 Mcf2l
83889 Pde4a
83876 Nvl
83859 Vps8
83830 Stim2
83627 Sash1
83598 Map6
83569 Zyg11b
83472 Exoc5
83453 Ppig
83427 Susd6
83406 Kdm5a
83385 Bbs9
83368 Smarca4
83366 Cyfip1
83320 Fam120a
83219 Tmcc3
83214 Erbin
83199 Zfp652
83161 Rnf111
83149 Rab28
83094 Sanbr
82983 Prkcg
82948 Galnt14
82928 Mysm1
82926 Thra
82914 Ints6l
82899 Rnf38
82883 Ckb
82879 Tra2b
82766 Inpp4a
82724 Armc8
82712 Kcmf1
82708 Tsc1
82670 Mpc1
82642 Ppp1cb
82597 Ptpn3
82575 Ube2d3
82534 Ola1
82472 Pik3r3
82419 Srcap
82404 Mgll
82367 Gmcl1
82334 Clk4
82331 Ranbp17
82123 Slc25a36
82084 Dgkd
81930 Thoc1
81816 Crim1
81792 Sertad2
81773 Ralgps2
81728 Cdc42se2
81720 Acer3
81710 Pcbp3
81684 Trappc8
81679 Tmem245
81589 Gm1043
81556 Clvs2
81482 Ubp1
81465 Zc3h7a
81444 Mier1
81384 Raf1
81346 Tnpo3
81229 Acvr1
81149 Sorcs2
81130 Rsrc2
81117 Sema5a
81094 Nexmif
81007 Tet2
80848 Rai1
80795 Ppp2r2c
80789 Gng2
80741 Synj2bp
80735 Cnot6l
80716 Rmnd5a
80462 Unc13a
80396 Elovl6
80395 Lrrfip2
80364 Usp45
80364 Ppm1a
80262 Phf20
80232 Slc9a7
80193 Fam171a1
79928 Cdc73
79890 Camsap2
79864 Stmn2
79864 Cep85l
79846 Rasgrp1
79834 Dop1b
79783 Trak1
79661 Rap1gap
79592 Ust
79572 Hspa12a
79533 Neto2
79508 Hnrnpc
79492 Ppp1r16b
79424 Ccdc50
79398 Micu1
79346 Abhd2
79321 Cblb
79245 Cert1
79218 Senp5
79214 Pik3r1
79210 Xpo6
79086 Usp3
79046 Prpf39
79042 Tspoap1
78962 Bdp1
78911 Zzz3
78906 Zbtb38
78876 Olfm1
78836 Trpc1
78801 Tab2
78710 Leng8
78527 Wwc1
78383 Slc22a17
78373 Tcerg1
78332 Wwp1
78223 Smpd3
77992 Smarcc1
77949 Hectd1
77935 Ddx24
77885 Adamts3
77864 Syp
77788 Upf2
77676 Tmx4
77643 Plekhg1
77642 Cnnm2
77616 Tbcd
77612 Nufip2
77584 Kmt5b
77570 Bmpr1a
77545 Arhgap23
77478 Stx8
77444 Cpne8
77416 Zdhhc21
77383 Madd
77377 Cmss1
77333 Sec63
77310 Prkaa2
77231 Gap43
77190 Dync1li2
77171 Wipf3
77141 Mcc
77139 Xrcc4
77103 Atp1b3
77083 Camkv
77056 Eml1
77022 Uhrf2
76950 Gon4l
76850 Zfp827
76804 Gabra3
76655 2610035D17Rik
76517 Vwc2l
76468 Fam117b
76445 Rc3h1
76435 Fam184a
76418 Slc1a1
76349 Pcgf5
76340 Spon1
76333 Creb1
76325 Txlng
76257 Nap1l1
76161 Pkig
76154 Hacd3
76147 Fbxw4
76138 Gm9801
76051 Tmem164
76049 Arid4a
76029 Hnrnph1
76012 Frmd6
75913 Tecr
75860 Zbtb11
75793 Tmem191
75689 Stmn3
75595 Top2b
75472 Rapgef1
75433 Srsf2
75390 Srsf7
75378 Ythdc1
75319 Gpatch2
75284 Mblac2
75269 Adgrl1
75257 Xrn2
75217 Ulk4
75217 Yeats2
75185 Riok3
75131 Acadsb
75093 Mir124-2hg
75062 Pdpk1
75045 Lrpprc
75016 Mpdz
74873 Tent4b
74868 Naa15
74829 Kif3a
74823 Ddx6
74822 Ddx10
74792 Sec24a
74785 Rars2
74756 Slc4a3
74749 Cacng2
74711 Ccdc30
74686 Prr5l
74619 Drg1
74586 Vapa
74574 Pik3ca
74541 Bod1l
74541 Fth1
74527 Aifm3
74504 Spata5
74485 Chst11
74464 Tnrc18
74435 Prmt8
74404 Yme1l1
74376 Ywhag
74361 Ankfy1
74289 Pgm2l1
74286 Rph3a
74247 Luc7l
74200 Pik3c2a
74163 Pnpla8
74054 Mapk8ip3
74041 Dnm2
74032 Phtf2
73965 Sv2a
73943 Lin28b
73931 Pcbp2
73921 Crtc3
73879 Nr1d2
73860 Kif13a
73859 Otud4
73819 Smc5
73778 Brd9
73626 Rps6kc1
73624 Bmt2
73582 Lrig2
73529 Pde1c
73430 Eps15
73401 Pde3b
73355 Nemf
73354 Traf3
73345 Rab3gap2
73339 Ubac2
73201 Msantd2
73194 Gm36975
73156 Arid2
73094 Dlg4
73055 Cd46
73018 Cep83
72947 Morf4l1
72873 Ppm1b
72860 Chfr
72840 Atg4c
72761 Hspa4l
72683 4632427E13Rik
72666 Napb
72642 Lmo3
72564 Ppp4r4
72516 Uty
72501 Sarnp
72478 Zdhhc2
72471 Psap
72463 Acat1
72460 Opa1
72441 Snx10
72436 Ppp4r3b
72436 Phf12
72393 Sumo1
72380 Sema6a
72193 Greb1l
72190 Apoe
72173 Cep70
72159 Peli1
72140 Lrmda
72117 Gm10419
72116 Mta3
72045 Urgcp
72027 Phka2
71980 Cabin1
71905 Sil1
71904 Ap1g1
71896 Prnp
71857 Sacs
71816 Atl1
71800 Mtmr7
71757 Snx24
71708 Gnai1
71648 Smurf1
71648 Nrgn
71643 Dph6
71622 Wdr47
71600 Nova2
71598 Atp13a3
71586 Lnpk
71579 Atp11c
71559 Nol4l
71554 Ubxn4
71544 Neat1
71480 Micu2
71436 Abca5
71425 Sfmbt1
71395 Pgbd5
71376 Actr2
71371 Rnf112
71314 Gpr45
71245 Kdm3b
71244 Nipa1
71235 Tax1bp1
71208 St7l
71136 Fam193b
71130 Lzts1
71087 Rnf217
71051 Rbbp6
71043 Csnk2a1
70998 Rprd2
70971 Ndst4
70947 Kif3c
70891 Lekr1
70876 Mdn1
70846 Lmo4
70833 Ttc28
70826 Dcaf8
70750 Gm28376
70723 Lama2
70674 Fam120b
70615 Rab11fip4
70551 Phtf1
70548 Tbc1d19
70528 Cnot10
70514 9630028H03Rik
70380 Vgll4
70356 Gm15738
70343 Abhd12
70342 Clstn3
70247 Khdrbs1
70227 Celf5
70204 Cnrip1
70185 Csde1
70178 Taok3
70177 Adamtsl1
70137 Uxs1
70102 Parg
70073 Cdip1
70072 Larp1
70072 Wdr70
69985 Stx16
69886 Slc25a27
69816 Khdc4
69791 Zc3h14
69774 Dpy19l1
69761 Rnf13
69719 Gm13629
69696 Smarcad1
69692 Sun1
69691 Zfc3h1
69680 Sec14l1
69628 Grk3
69567 Sod2
69550 Exoc6
69546 Atg16l1
69502 Pdcd4
69493 Zhx3
69474 Srsf1
69470 Slc25a23
69463 Nopchap1
69378 Gripap1
69364 Spock2
69363 Cdc27
69343 Mfn1
69334 Ino80d
69330 Senp2
69308 Slc30a9
69295 Snx27
69291 Kcnt1
69280 Orc4
69253 Sptbn2
69252 Exoc2
69228 Vps50
69210 Usp14
69203 Eea1
69201 Ccnl2
69078 Frs2
69069 Reps1
69021 Nipal2
68974 Tbc1d23
68972 Mitf
68968 Rab14
68888 Thrap3
68853 Trpc4
68830 Gucy1b1
68829 Txndc16
68741 Bcl2
68727 ENSMUSG00000121395
68717 Fnbp4
68695 Usp40
68669 Arhgap15
68666 Sec62
68649 Dag1
68638 Tmem63b
68636 Scamp1
68630 Ppip5k2
68562 Cdyl2
68423 Glyr1
68409 Rsbn1l
68353 Zfp398
68347 Hnrnph3
68308 Anapc5
68282 Ski
68201 Ttyh1
68184 Cdh7
68184 Gm35188
68167 Atg10
68039 Kpna1
68024 Iqsec3
67898 Tbc1d12
67839 Ubash3b
67824 Tanc1
67794 Atp6v1b2
67777 9530026P05Rik
67759 Ythdc2
67757 Ddx46
67739 Zfp329
67733 Zfp451
67727 Rab11fip2
67666 Epc2
67466 Virma
67462 Smarcc2
67461 Sdk2
67449 Ly6h
67415 Pcp4
67386 Tbc1d30
67380 Spats2l
67375 Clint1
67356 Cdc40
67342 Arl3
67323 Fbxl2
67321 Dido1
67313 Prdm2
67215 Dnajc5
67187 Lrp1
67123 Rpgr
67102 Cbl
67101 Lclat1
67092 Ube4a
67075 Dicer1
67050 Acsl3
67037 Dhx36
66996 Cspg5
66949 Mras
66926 Eif4g1
66909 Aco2
66904 Kras
66889 Eya3
66837 Pcmtd2
66804 Zfp654
66769 Serinc1
66743 Tle1
66739 Tdrd3
66723 Ppp3cc
66666 Usp25
66661 Cdc14b
66642 Gsg1l
66642 Txndc11
66601 Foxj3
66590 Zfp697
66578 Hlf
66529 Srebf2
66511 Hip1
66443 P4ha1
66412 Araf
66406 Lin52
66382 Rnf180
66314 Chpt1
66305 Sdha
66252 Gtf2ird1
66181 Rab27b
66168 Mia2
66165 Btbd1
65997 Gm57223
65992 Ccnl1
65985 Sgce
65938 Setd7
65904 Uhrf1bp1l
65896 Fggy
65890 Kat6a
65861 Dennd4c
65760 Bcr
65717 Pwwp2a
65609 Ndfip2
65572 Akap13
65555 Adamts17
65542 Slc38a1
65456 C78859
65405 Baalc
65402 Adgrb2
65343 9630014M24Rik
65340 Sp4
65337 Crppa
65324 Bc1
65305 Tcf7l2
65212 Jakmip3
65209 Gm10125
65164 Ngef
65161 Slc12a2
65157 Lrrc4
65064 Rspry1
64987 Dip2a
64981 Nfkb1
64971 Cbx5
64953 6330411D24Rik
64903 Rhot1
64893 Nfix
64867 Cyp7b1
64866 Akap8
64845 Patj
64775 Sema3e
64719 Kif26b
64691 Glud1
64604 Kcnc1
64555 Eefsec
64521 Chd3
64511 Dnajb6
64510 Eif4e
64478 Vcl
64422 Gm10115
64408 Tasor2
64398 BC005537
64388 Hnrnpll
64314 Hnrnpa3
64308 Nme7
64297 Asxl3
64291 Jpx
64279 Xpo4
64247 Galnt1
64220 Zswim5
64110 Pparg
64075 Tmem161b
64044 Metap2
64010 5031439G07Rik
64000 Elavl1
63996 Ankrd13c
63941 Gm20275
63869 Mast3
63865 Lamp2
63837 Dhdds
63813 Tpm3
63789 Sos2
63770 Cryzl1
63764 Pikfyve
63682 A330015K06Rik
63682 Arntl
63679 Strada
63629 Skic3
63621 Wsb1
63574 Map2k6
63549 Arf3
63529 Camk2n1
63486 Sel1l
63456 Mff
63406 Cyth1
63405 Kdm1a
63392 Atp6v1a
63371 Ctdspl2
63319 Esco1
63247 Tmem175
63223 Lpin2
63195 Rbm28
63190 Arpc2
63183 Gm45159
63179 Cab39
63106 Ywhaq
63106 Mbd2
63070 Gcc2
63022 Rcor1
62984 P2ry14
62976 Xpo1
62924 Frmd3
62879 Taf1
62870 Fyttd1
62864 Tecpr2
62834 Hapstr1
62814 Iqcj
62805 Arih2
62788 Baz2a
62783 Setdb1
62749 Usp7
62732 Cdin1
62708 Wasl
62702 Pou6f2
62698 Gm32509
62684 Scaf4
62600 Arhgap42
62599 Prkar2b
62466 D130040H23Rik
62381 Wdpcp
62227 Usp46
62213 Agrn
62167 Smap2
62108 Eml2
62085 Slc4a7
62081 Slc25a3
62074 Ube2q2
62065 Hs3st2
62029 Ide
62024 Zc3h6
61928 Foxk2
61875 Ccdc136
61850 Shank3
61813 Sirpa
61812 Tspan13
61783 Cry2
61768 Vps35l
61759 Ankrd10
61753 Anapc1
61745 Pgap1
61745 Galnt7
61732 Far2
61703 Zfp106
61677 Mtif2
61641 Lrrc8b
61609 Pard3b
61586 Wasf3
61582 Jakmip1
61579 Dpm1
61569 Taf1b
61564 Lars
61561 Tada2a
61527 Arhgap18
61481 Snapc3
61445 Actr3
61390 Atp1a1
61339 Setd3
61331 Foxo3
61319 Scfd1
61305 Arhgap12
61297 Fermt2
61247 Ssbp3
61200 Gad2
61178 Aatf
61175 Cers5
61166 Mpped1
61135 Farsb
61127 Trrap
61123 Cpd
61112 Zc2hc1a
61111 Tmem260
61068 Snx25
61061 Jak1
61047 Prkdc
61018 Miga1
61000 Fbxo3
60952 Marchf11
60899 Rap1a
60834 Slc2a3
60802 Mcph1
60718 Tmem163
60700 Cfap36
60686 Slc7a8
60611 Hdlbp
60591 Spast
60590 Lrrn2
60580 Chic1
60450 E130308A19Rik
60442 Dpp8
60439 Ptch1
60433 Gpi1
60421 Stx5a
60364 Smc6
60355 Arhgef3
60302 Slc38a2
60287 Gsdme
60283 Tmem167
60271 Mfhas1
60268 Rnf115
60243 Map2k1
60202 Appbp2
60162 Syncrip
60102 Fbxo8
60018 Tub
60005 Ncor2
59984 Prepl
59983 Afg1l
59955 Mamld1
59925 Plekhg5
59889 Man2a2
59869 Dipk1a
59857 Tcea1
59822 Lncppara
59769 Sppl2a
59761 Gpbp1
59709 Srsf10
59644 Mef2d
59644 Stx18
59631 Akap7
59609 Rnpc3
59597 Sorbs2os
59574 Atad1
59567 Dock1
59556 Ddi2
59545 Slc24a4
59531 Map3k7
59525 Med15
59520 Plpp3
59506 Ppargc1b
59461 Dctn4
59369 Sgsm1
59365 Ank1
59359 Ubl3
59354 Dhx15
59337 Mink1
59326 Slc16a2
59302 Ebf1
59261 Abat
59252 Immp1l
59208 Ap3s1
59185 Clmn
59184 Taf1d
59153 Rnf214
59151 Atp2b4
59116 Hspa4
59038 Ap2a2
58995 Dixdc1
58975 Prdm10
58939 Pola1
58931 Hacd2
58923 Acss2
58912 Copa
58796 N4bp2l1
58780 Psmb2
58765 Retreg1
58761 Hnrnpl
58744 Ppp4r2
58735 Snx14
58720 Hbs1l
58696 Firre
58668 Lgr4
58667 Actn1
58584 Chuk
58576 Ptp4a2
58509 Zcchc18
58478 Phyhipl
58424 Med14
58377 Golga1
58351 Usp37
58296 Snrnp48
58285 Mindy2
58237 Mapre3
58230 Cwf19l2
58159 Abtb3
58102 Tox3
58032 Pitpnm3
57993 Tpp2
57993 Cstf2
57975 Dnajb4
57960 Nploc4
57955 Dhx57
57939 Serbp1
57913 Grina
57896 Sh3glb1
57890 Mtss1
57827 Chd5
57818 Ncoa5
57793 Bzw2
57763 Zfp280c
57725 Galnt16
57716 Fbxo42
57701 Agps
57682 Casc3
57644 Spopl
57635 Ndufs1
57635 Gm48678
57620 Inpp5a
57607 Flywch1
57590 Phlpp2
57570 Coro2b
57529 Ppp4r1
57485 Brd1
57483 Gm2164
57468 Rsbn1
57413 Cpne1
57400 Eif5b
57370 Cul9
57281 Sema3a
57263 Mtmr12
57164 Vstm2a
57158 Ggps1
57085 Iqgap1
57051 Hdx
56997 Rad23b
56987 Bmpr1b
56983 Zfp266
56975 Lrrc8d
56973 Psmd11
56960 Ireb2
56953 Srpk1
56922 Ttc39b
56920 Alms1
56898 Cenpc1
56848 Eda
56817 Ptpre
56795 Ncapd3
56768 Wscd2
56768 Gprin3
56701 Prune2
56693 Marf1
56692 Olfm2
56680 Dot1l
56663 Cep126
56657 Rnf165
56634 Gak
56630 Klhl24
56602 Slc38a6
56598 Ints10
56588 Gm32250
56577 Gm26652
56571 Zfp318
56550 Ubap2
56546 Nsmaf
56521 Tcp11l1
56503 Togaram1
56502 Kifc2
56480 Smarca1
56476 Wdr20
56467 Lztfl1
56466 Pogz
56463 Pank2
56421 Gm57038
56415 Banp
56397 Acsl4
56391 Hibadh
56389 Kantr
56385 Tiam2
56384 Hipk3
56343 Sgsm2
56338 Nectin3
56321 Smarca5
56303 Chn2
56269 Phactr2
56223 Sipa1l3
56167 Cacul1
56149 Anks1
56124 Slc39a10
56115 Chrna7
56087 Dstyk
56082 Cnr1
56045 Gm56750
56041 Rp9
56034 Tpm1
56032 C1qtnf4
56021 Slain1
55988 Mvb12b
55959 Tmeff1
55957 Camsap1
55929 Kdm5c
55918 Plekhm2
55879 Ammecr1
55871 Xiap
55858 Chaserr
55809 Ctps2
55787 Klf9
55700 Orc2
55699 AU040320
55692 Slc20a1
55684 Glis3
55663 Nrip1
55653 Cpt1c
55646 Jak2
55645 Gas5
55610 Abhd17b
55609 Gm42439
55597 Ccnt1
55526 Abl1
55522 Kdm3a
55481 Trpc4ap
55453 Fzd3
55449 Synrg
55442 Itm2b
55408 Gm16599
55401 Usp31
55364 Acbd5
55277 Rtf1
55235 Zfp91
55138 Pdxdc1
55087 Myo1b
55073 Eipr1
55062 Bicc1
55032 Rps8
55032 Cnnm1
55004 Ppfia1
54995 Actn4
54993 Gas2
54983 Rab40b
54968 Zfp236
54968 Arhgap6
54949 Ell2
54944 Sap130
54924 Iws1
54908 Hacd1
54906 Supt20
54866 Hlcs
54813 Sp3
54786 Itgav
54783 Canx
54780 Mid1
54757 Galnt11
54746 Arhgef28
54735 Vkorc1l1
54694 Spaca6
54682 Dzip1
54668 Ubn1
54666 Myo9b
54659 Orc3
54653 Aebp2
54601 Gm56999
54593 Sgk3
54570 Pag1
54545 Ctcf
54544 Fnip2
54540 Rbpj
54524 2610316D01Rik
54513 Usp54
54511 Ncoa3
54418 Pkd2
54418 Septin8
54371 Btbd3
54331 Myo1d
54320 Extl3
54285 Cadm3
54241 Cpsf7
54218 Med27
54195 Rab31
54163 Ptgds
54160 Nrbp2
54152 Dmtn
54146 Agap3
54127 Srr
54069 Mphosph8
54059 Katnip
54033 Nck2
54028 Ctnnal1
54015 Itga8
54015 Zfand6
53980 Erp44
53980 Etv5
53904 Epb41l2
53900 Lrrc3b
53880 Abca8b
53834 Cfdp1
53833 Ppp4r3a
53794 Abca3
53792 Prpf38b
53770 Ift88
53722 Enox2
53697 Pus10
53696 S100pbp
53681 Capza1
53666 Usp4
53650 Nln
53647 Ergic2
53641 Suz12
53629 Grb2
53611 Gdap1
53611 Rnf14
53520 Ercc6l2
53503 Map3k13
53478 Slc6a1
53472 Mtmr1
53468 Iqcb1
53456 Hp1bp3
53451 Ergic1
53426 Csnk2a2
53425 Rps6ka2
53423 Prpf6
53341 Scamp5
53336 Ric1
53323 Slk
53321 Slit1
53308 Ksr1
53296 Mgrn1
53293 D130043K22Rik
53261 Lamc1
53251 Plec
53238 Phf8
53207 Ptpro
53181 Eprs
53178 St13
53126 Ryk
53046 B3glct
52990 Mertk
52944 Ddx42
52915 Auh
52913 Tbc1d24
52900 Zup1
52872 Bcl9
52870 Numa1
52855 A630089N07Rik
52774 Mindy3
52770 Adap1
52732 Safb2
52716 Ap1b1
52706 Ggt7
52688 Acsl6
52669 Lonrf2
52667 Jam3
52656 Pls3
52651 Taf3
52642 Slc7a6
52633 Reep3
52628 Dcaf1
52611 Ext2
52605 Inpp5f
52545 Napg
52544 Ahctf1
52456 Mtor
52440 Hectd2
52406 Vopp1
52392 Crmp1
52369 Etv1
52364 Tm9sf4
52362 Tmod1
52359 Ipcef1
52351 Ppp2r5a
52340 Smc3
52338 Anks3
52326 Larp4
52323 Fez1
52322 Cpne5
52321 Fndc9
52309 Naa40
52308 Clmp
52305 Gm17167
52302 Sez6
52301 Grb14
52279 Arhgef4
52231 Septin3
52227 Rbm27
52180 Zfhx2
52162 Rreb1
52069 Stx6
52038 Tmem87a
52029 Parp6
51984 Igsf11
51983 Dcun1d4
51981 Rnf24
51977 Fam13a
51967 Clybl
51934 Mapk9
51920 Abhd6
51905 Thsd4
51897 Gdpd1
51884 Rsu1
51876 Galnt9
51865 Arhgef2
51851 Timm9
51839 Cdc42bpb
51827 Vamp4
51713 Nhlrc2
51682 Nfatc3
51672 Zc3h15
51667 Gtf2a1
51625 Gm4924
51624 2610005L07Rik
51620 Cds2
51605 Ppp2ca
51597 Agk
51542 Zfand5
51535 Rheb
51517 Ccnc
51489 Ints8
51458 Antxr1
51432 Ppp1r14c
51404 Kcnk10
51365 Mrps9
51346 Sez6l2
51304 Ccnh
51270 Chic2
51183 Clip4
51134 Tpd52
51134 Lrrc28
51129 Nsun2
51128 Dync1li1
51127 Uggt1
51104 Nipsnap2
51048 Ift81
51019 Wrn
50963 Adss
50955 Ubxn7
50952 Atp2b3
50942 Lrch2
50914 Vti1b
50903 Ilf3
50893 Cx3cl1
50886 Srsf4
50876 Glce
50858 Socs7
50837 Psen1
50806 Ptpn11
50790 Zmiz1
50767 Garre1
50765 Fbxo41
50765 Ipo8
50758 Stx1a
50753 Ppt1
50729 Akap17b
50682 Pxk
50678 Eno2
50672 Gdi2
50648 Comt
50615 Gng12
50603 Ptpn2
50596 Fgfr1op2
50593 Wls
50586 Arhgap17
50518 Gnl3l
50503 Kctd17
50492 Brwd3
50490 Vwc2
50489 Desi1
50481 Brdt
50480 Rras2
50478 Fsd1l
50443 Ldlrad3
50424 Zfp871
50420 Pced1b
50404 Zer1
50367 Zcchc14
50360 Sec22a
50350 Ppp1r21
50316 Atp5c1
50311 Dab2ip
50249 Stt3b
50226 Slc8a2
50202 Hmgb1
50190 Ube2o
50160 Wipf2
50067 Etfa
50039 Hnrnpd
50011 Homer2
49997 Pdss1
49994 Pank1
49978 Fam149b
49976 Aatk
49929 Gad1
49926 Tsga10
49886 Appl2
49875 Scd2
49857 Dync2i1
49844 Sntg2
49818 Vwa5b2
49766 Hk1
49763 Nbr1
49742 2610020C07Rik
49724 Cipc
49719 Aplp1
49664 Gm29514
49616 Klhl22
49613 Chordc1
49575 Fbrsl1
49568 4930419G24Rik
49566 Glmn
49552 Uba6
49551 Synpo2
49499 4930447C04Rik
49493 Stat5b
49485 Immt
49479 B3gat1
49464 Ablim3
49428 Rubcn
49424 Trpc6
49363 Mxi1
49351 Ppp1r2
49343 Spen
49339 Tnk2
49334 Ap4s1
49318 B230307C23Rik
49312 Cds1
49223 Pigu
49180 Rbbp4
49156 Cul2
49111 Yaf2
49101 Acp1
49088 Gfm2
49026 Stxbp4
48955 Htr4
48947 Nek9
48941 Fign
48920 Tomm70a
48915 Nceh1
48886 Ivns1abp
48839 Capn15
48804 Tulp3
48801 Tbc1d32
48769 Sytl2
48751 Zmym5
48745 Tmx3
48706 Pcnp
48704 2700054A10Rik
48689 3110039M20Rik
48681 Hmgn3
48671 Ankrd44
48646 Mpv17l
48642 Ccdc57
48617 Evi5l
48602 Jmy
48590 Slc25a26
48584 Cept1
48572 Gnb5
48567 Lmbrd2
48531 Snhg20
48526 Ccl25
48505 Chd1
48477 Sars
48457 Ap3b2
48454 Ptpa
48420 Serinc5
48406 Ube2e3
48395 Ago2
48378 Caap1
48368 Lancl1
48351 Chgb
48332 Dmtf1
48329 Stimate
48324 Stard7
48323 Cdadc1
48323 Zfp160
48292 Sympk
48289 Dcun1d2
48270 Cpne7
48244 Gm15398
48240 Norad
48219 Nrp2
48208 Cluap1
48116 Usp13
48104 Snx3
48095 Tead1
48083 Drosha
48081 Ptpn1
48061 Cep295
48057 Tpk1
48043 Gtf3c1
48040 Cacng8
48032 Itgb1
48025 Ube2d1
48020 Bcl2l1
47972 G3bp2
47948 Safb
47931 Cab39l
47912 Git2
47903 Arpp19
47893 Mosmo
